,"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),wind_speed (m\/s),total_precipitation (mm of water equivalent)
2023-01-12 04:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.81,3.39,0.0
2023-01-12 05:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.64,3.1,0.02
2023-01-12 06:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.97,3.05,0.11
2023-01-12 07:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.31,2.78,0.96
2023-01-12 08:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.39,2.85,0.39
2023-01-12 09:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.77,3.2,0.44
2023-01-12 10:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,6.58,2.91,0.35
2023-01-12 11:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.03,3.06,0.29
2023-01-12 12:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.68,3.32,0.14
2023-01-12 13:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.2,3.26,0.03
2023-01-12 14:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.84,3.42,0.0
2023-01-12 15:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.36,3.87,0.0
2023-01-12 16:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.66,4.38,0.01
2023-01-12 17:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.97,4.97,0.16
2023-01-12 18:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.21,5.73,1.0
2023-01-12 19:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.23,5.52,1.58
2023-01-12 20:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.35,5.24,1.5
2023-01-12 21:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.31,5.27,0.66
2023-01-12 22:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.77,5.56,0.5
2023-01-12 23:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.76,5.83,0.15
2023-01-13 00:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.84,6.75,0.53
2023-01-13 01:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.04,7.58,1.45
2023-01-13 02:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.19,7.51,1.98
2023-01-13 03:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.36,7.4,0.77
2023-01-13 04:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.61,7.31,0.04
2023-01-13 05:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.57,5.13,0.03
2023-01-13 06:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.3,5.27,0.17
2023-01-13 07:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.13,4.87,0.45
2023-01-13 08:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.9,4.65,0.41
2023-01-13 09:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.91,4.75,0.45
2023-01-13 10:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.49,4.71,0.18
2023-01-13 11:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.85,4.74,0.1
2023-01-13 12:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.8,4.65,0.04
2023-01-13 13:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,11.17,4.16,0.02
2023-01-13 14:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.64,4.85,0.02
2023-01-13 15:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.01,5.1,0.01
2023-01-13 16:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.13,4.98,0.0
2023-01-13 17:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,6.37,4.79,0.0
2023-01-13 18:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.65,4.91,0.0
2023-01-13 19:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.29,4.97,0.0
2023-01-13 20:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.92,4.62,0.0
2023-01-13 21:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.53,5.41,0.0
2023-01-13 22:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.02,5.81,0.0
2023-01-13 23:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.89,5.81,0.0
2023-01-14 00:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.67,6.13,0.0
2023-01-14 01:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.2,6.06,0.0
2023-01-14 02:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.89,6.11,0.0
2023-01-14 03:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.52,6.13,0.02
2023-01-14 04:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.11,6.54,0.02
2023-01-14 05:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,1.17,6.47,0.02
2023-01-14 06:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,1.03,6.32,0.02
2023-01-14 07:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,1.14,6.55,0.01
2023-01-14 08:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,0.97,6.4,0.01
2023-01-14 09:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,0.91,6.35,0.0
2023-01-14 10:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,1.0,5.97,0.0
2023-01-14 11:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,1.06,6.24,0.0
2023-01-14 12:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,1.27,6.58,0.0
2023-01-14 13:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,1.32,6.21,0.0
2023-01-14 14:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,1.48,6.3,0.0
2023-01-14 15:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,1.49,6.59,0.0
2023-01-14 16:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,1.5,6.75,0.0
2023-01-14 17:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,0.86,6.25,0.0
2023-01-14 18:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,0.77,6.59,0.0
2023-01-14 19:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,0.83,7.44,0.0
2023-01-14 20:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,0.67,8.03,0.0
2023-01-14 21:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,0.64,7.03,0.0
2023-01-14 22:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,0.55,6.74,0.0
2023-01-14 23:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,0.51,7.93,0.0
2023-01-15 00:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,0.42,7.75,0.0
2023-01-15 01:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,0.16,7.45,0.0
2023-01-15 02:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,0.01,7.22,0.0
2023-01-15 03:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,0.04,7.0,0.0
2023-01-15 04:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,-0.05,7.12,0.0
2023-01-15 05:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,-0.32,6.26,0.0
2023-01-15 06:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,-0.35,7.04,0.0
2023-01-15 07:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,-0.26,7.0,0.0
2023-01-15 08:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,-0.38,6.75,0.0
2023-01-15 09:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,0.13,7.09,0.0
2023-01-15 10:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,1.54,7.49,0.0
2023-01-15 11:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.21,7.55,0.0
2023-01-15 12:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.0,7.43,0.0
2023-01-15 13:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.63,7.28,0.0
2023-01-15 14:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.36,7.15,0.0
2023-01-15 15:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.71,7.05,0.0
2023-01-15 16:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.78,6.76,0.0
2023-01-15 17:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.77,6.15,0.0
2023-01-15 18:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.21,6.29,0.0
2023-01-15 19:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.74,6.44,0.0
2023-01-15 20:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.14,6.58,0.0
2023-01-15 21:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,1.69,6.46,0.0
2023-01-15 22:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,0.97,6.08,0.0
2023-01-15 23:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,0.66,5.93,0.0
2023-01-16 00:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,0.44,5.89,0.0
2023-01-16 01:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,0.1,5.72,0.0
2023-01-16 02:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,-0.15,5.46,0.0
2023-01-16 03:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,-0.32,5.42,0.0
2023-01-16 04:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,-0.39,5.28,0.0
2023-01-16 05:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,-1.23,4.9,0.0
2023-01-16 06:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,-1.27,5.21,0.0
2023-01-16 07:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,-1.06,5.21,0.0
2023-01-16 08:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,-0.93,5.37,0.0
2023-01-16 09:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,-0.25,5.06,0.0
2023-01-16 10:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,1.58,5.02,0.0
2023-01-16 11:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.58,4.92,0.0
2023-01-16 12:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.23,4.84,0.0
2023-01-16 13:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.29,4.71,0.0
2023-01-16 14:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,6.42,4.45,0.0
2023-01-16 15:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.37,4.34,0.0
2023-01-16 16:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.45,3.8,0.0
2023-01-16 17:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,6.27,3.12,0.0
2023-01-16 18:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.55,3.65,0.0
2023-01-16 19:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.9,4.03,0.0
2023-01-16 20:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.36,4.46,0.0
2023-01-16 21:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.7,4.71,0.0
2023-01-16 22:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.9,4.58,0.0
2023-01-16 23:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.6,4.08,0.0
2023-01-17 00:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.27,3.55,0.0
2023-01-17 01:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,1.64,3.31,0.0
2023-01-17 02:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,1.43,3.1,0.0
2023-01-17 03:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,1.31,2.92,0.0
2023-01-17 04:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,0.84,2.86,0.0
2023-01-17 05:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,0.71,2.51,0.0
2023-01-17 06:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,0.63,2.61,0.0
2023-01-17 07:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,0.69,2.33,0.0
2023-01-17 08:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,0.65,1.93,0.0
2023-01-17 09:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,1.75,1.4,0.0
2023-01-17 10:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.71,1.56,0.0
2023-01-17 11:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.43,1.99,0.02
2023-01-17 12:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.22,2.03,0.0
2023-01-17 13:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.36,1.98,0.0
2023-01-17 14:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.72,1.96,0.0
2023-01-17 15:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,6.24,1.87,0.0
2023-01-17 16:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,6.16,2.24,0.03
2023-01-17 17:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.96,1.95,0.2
2023-01-17 18:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.85,2.01,0.06
2023-01-17 19:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.84,2.46,0.0
2023-01-17 20:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.54,2.68,0.0
2023-01-17 21:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.6,2.6,0.01
2023-01-17 22:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.28,2.73,0.01
2023-01-17 23:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.27,2.89,0.0
2023-01-18 00:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.87,3.16,0.0
2023-01-18 01:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.93,3.41,0.0
2023-01-18 02:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.88,3.61,0.03
2023-01-18 03:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.0,4.04,0.05
2023-01-18 04:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.28,4.41,0.02
2023-01-18 05:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.23,4.48,0.01
2023-01-18 06:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.59,4.25,0.0
2023-01-18 07:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.85,4.07,0.0
2023-01-18 08:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,6.69,4.13,0.0
2023-01-18 09:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.95,4.07,0.0
2023-01-18 10:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.16,3.89,0.0
2023-01-18 11:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.72,5.01,0.0
2023-01-18 12:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.27,5.75,0.0
2023-01-18 13:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.26,5.86,0.0
2023-01-18 14:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.37,5.82,0.0
2023-01-18 15:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,10.37,5.59,0.0
2023-01-18 16:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.96,4.98,0.0
2023-01-18 17:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,9.06,4.37,0.0
2023-01-18 18:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.57,3.76,0.0
2023-01-18 19:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.21,4.01,0.0
2023-01-18 20:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,8.03,3.42,0.0
2023-01-18 21:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.54,3.45,0.0
2023-01-18 22:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,6.6,3.2,0.0
2023-01-18 23:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,6.24,2.97,0.0
2023-01-19 00:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.78,2.6,0.0
2023-01-19 01:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.48,2.76,0.0
2023-01-19 02:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.96,2.48,0.0
2023-01-19 03:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.8,2.41,0.0
2023-01-19 04:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.42,2.26,0.0
2023-01-19 05:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.34,2.0,0.0
2023-01-19 06:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.54,1.5,0.0
2023-01-19 07:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.47,2.03,0.02
2023-01-19 08:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.77,1.09,0.27
2023-01-19 09:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.41,1.22,0.9
2023-01-19 10:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.77,1.21,1.21
2023-01-19 11:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.72,1.7,1.09
2023-01-19 12:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.94,2.23,1.26
2023-01-19 13:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.9,2.01,2.6
2023-01-19 14:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.84,2.41,1.44
2023-01-19 15:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.0,3.44,1.93
2023-01-19 16:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.97,4.24,2.01
2023-01-19 17:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.1,4.59,2.46
2023-01-19 18:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.26,4.84,1.71
2023-01-19 19:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.72,4.28,0.78
2023-01-19 20:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.87,3.31,1.12
2023-01-19 21:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.85,2.16,1.72
2023-01-19 22:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.83,2.18,1.65
2023-01-19 23:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.63,3.85,0.97
2023-01-20 00:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.64,2.72,0.14
2023-01-20 01:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.32,2.52,0.01
2023-01-20 02:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.28,2.07,0.0
2023-01-20 03:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.9,1.53,0.01
2023-01-20 04:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.77,2.33,0.06
2023-01-20 05:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.7,2.11,0.04
2023-01-20 06:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.04,3.28,0.02
2023-01-20 07:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.35,4.58,0.0
2023-01-20 08:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.28,5.08,0.0
2023-01-20 09:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,6.19,5.03,0.0
2023-01-20 10:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,6.99,5.34,0.0
2023-01-20 11:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.52,7.17,0.01
2023-01-20 12:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.92,7.54,0.0
2023-01-20 13:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.81,7.29,0.0
2023-01-20 14:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.8,6.47,0.03
2023-01-20 15:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.78,6.4,0.01
2023-01-20 16:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.67,5.83,0.0
2023-01-20 17:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.23,4.69,0.0
2023-01-20 18:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,7.01,4.33,0.0
2023-01-20 19:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,6.67,4.36,0.0
2023-01-20 20:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,6.33,4.44,0.0
2023-01-20 21:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,6.05,4.47,0.0
2023-01-20 22:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.54,4.49,0.0
2023-01-20 23:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.4,4.44,0.0
2023-01-21 00:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.09,4.08,0.0
2023-01-21 01:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.65,3.83,0.0
2023-01-21 02:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.51,3.8,0.0
2023-01-21 03:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.15,4.34,0.0
2023-01-21 04:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.79,4.5,0.0
2023-01-21 05:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.77,3.79,0.0
2023-01-21 06:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.68,3.89,0.0
2023-01-21 07:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.33,3.74,0.0
2023-01-21 08:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.28,3.67,0.0
2023-01-21 09:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.29,3.92,0.0
2023-01-21 10:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.89,4.86,0.0
2023-01-21 11:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.09,4.53,0.0
2023-01-21 12:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.07,4.09,0.0
2023-01-21 13:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.01,3.61,0.0
2023-01-21 14:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.05,3.01,0.0
2023-01-21 15:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.92,2.4,0.0
2023-01-21 16:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.71,1.77,0.0
2023-01-21 17:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.11,1.68,0.0
2023-01-21 18:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.21,1.76,0.0
2023-01-21 19:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.15,1.78,0.0
2023-01-21 20:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.82,1.59,0.0
2023-01-21 21:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.48,1.52,0.0
2023-01-21 22:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.34,1.43,0.0
2023-01-21 23:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.29,1.42,0.0
2023-01-22 00:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.06,1.57,0.0
2023-01-22 01:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.78,1.67,0.0
2023-01-22 02:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.74,1.51,0.0
2023-01-22 03:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.73,1.86,0.0
2023-01-22 04:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.41,1.38,0.0
2023-01-22 05:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.29,1.47,0.0
2023-01-22 06:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.32,1.84,0.0
2023-01-22 07:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.57,2.08,0.0
2023-01-22 08:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.17,1.73,0.0
2023-01-22 09:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,2.42,1.61,0.0
2023-01-22 10:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.43,1.93,0.0
2023-01-22 11:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.02,2.14,0.0
2023-01-22 12:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.35,3.38,0.0
2023-01-22 13:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.89,3.77,0.0
2023-01-22 14:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.25,3.8,0.0
2023-01-22 15:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.24,3.05,0.0
2023-01-22 16:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,5.34,1.57,0.02
2023-01-22 17:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.64,1.9,0.12
2023-01-22 18:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.47,2.83,0.29
2023-01-22 19:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.53,1.98,0.52
2023-01-22 20:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.36,3.04,1.15
2023-01-22 21:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.18,4.09,1.27
2023-01-22 22:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.94,3.96,1.39
2023-01-22 23:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.85,4.56,0.87
2023-01-23 00:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.03,5.0,0.72
2023-01-23 01:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.18,4.82,1.18
2023-01-23 02:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.04,4.79,0.9
2023-01-23 03:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.01,5.2,0.32
2023-01-23 04:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.01,5.4,0.11
2023-01-23 05:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.71,4.13,0.14
2023-01-23 06:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.74,4.35,0.1
2023-01-23 07:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.92,3.65,0.15
2023-01-23 08:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.9,2.87,0.43
2023-01-23 09:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.88,3.63,0.35
2023-01-23 10:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,3.96,4.37,0.09
2023-01-23 11:00:00,"(40.6501, -73.9496)",era5,13.36,-5.0,4.27,4.75,0.1
